"","directorio","secuencia_p","orden","p6020","p6040","esc","fex_c_2011"
"578",4809465,1,2,1,18,7,540.031541899316
"579",4809465,1,3,1,13,4,540.031541899316
"580",4809466,1,1,1,62,6,508.843688630485
"581",4809466,1,2,2,71,0,508.843688630485
"582",4809466,1,3,1,72,0,508.843688630485
"583",4809467,1,1,2,46,6,511.291594355827
"584",4810628,1,1,1,50,6,555.252450806081
"585",4810628,1,2,2,50,14,555.252450806081
"586",4810628,1,3,1,22,16,555.252450806081
"587",4810629,1,1,1,76,18,518.36949621951
"588",4810629,1,2,2,71,16,518.36949621951
"589",4810629,1,3,2,75,16,518.36949621951
"590",4810630,1,1,2,74,11,540.237350576443
"591",4810631,1,1,1,31,18,569.622424577825
"592",4810631,1,2,2,30,16,569.622424577825
"593",4810631,1,5,1,20,15,569.622424577825
"594",4810631,1,6,1,18,12,569.622424577825
"595",4810632,1,1,2,68,16,534.06632719249
"596",4810632,1,2,2,60,11,534.06632719249
"597",4810633,1,1,2,59,9,536.877521565421
"598",4810633,1,2,2,22,14,536.877521565421
"599",4810634,1,1,2,68,3,534.06632719249
"600",4810634,1,2,2,82,5,534.06632719249
"601",4810635,1,1,1,56,11,551.512932449973
"602",4810635,1,2,2,51,6,551.512932449973
"603",4810635,1,3,1,29,11,551.512932449973
"604",4810636,1,1,1,31,16,540.882477034336
"605",4810636,1,2,2,31,16,540.882477034336
"606",4810637,1,1,2,54,16,505.120570971874
"607",4810637,1,2,2,86,5,505.120570971874
"608",4810638,1,1,1,49,11,567.113530701823
"609",4810638,1,2,2,54,11,567.113530701823
"610",4810638,1,3,1,26,16,567.113530701823
"611",4810638,1,4,2,18,13,567.113530701823
"612",4810639,1,1,2,59,11,540.237350576443
"613",4810640,1,1,1,53,6,617.663270969705
"614",4810640,1,4,2,56,6,617.663270969705
"615",4810641,1,1,2,28,11,544.776244613125
"616",4810641,1,4,2,66,6,544.776244613125
"617",4810641,1,5,2,18,12,544.776244613125
"618",4810642,1,1,2,61,11,528.540430266429
"619",4810642,1,2,2,32,16,528.540430266429
"620",4810642,1,3,2,60,7,528.540430266429
"621",4810642,1,4,1,39,13,528.540430266429
"622",4810643,1,1,2,75,8,537.027882084128
"623",4810643,1,2,1,45,16,537.027882084128
"624",4810643,1,3,2,44,11,537.027882084128
"625",4810643,1,4,1,46,11,537.027882084128
"626",4810643,1,5,1,20,12,537.027882084128
"627",4810643,1,6,2,20,12,537.027882084128
"628",4810643,1,7,1,13,7,537.027882084128
"629",4810644,1,1,1,63,17,524.540519603464
"630",4810644,1,2,2,62,16,524.540519603464
"631",4810645,1,1,1,58,5,526.652953418249
"632",4810645,1,2,2,37,11,526.652953418249
"633",4810645,1,3,1,18,11,526.652953418249
"634",4810646,1,1,2,54,11,534.162819012292
"635",4810646,1,2,2,24,16,534.162819012292
"636",4810646,1,3,2,20,11,534.162819012292
"637",4810646,1,4,1,52,11,534.162819012292
"638",4810647,1,1,1,62,4,530.711542987417
"639",4810648,1,1,1,64,11,566.753427671028
"640",4810648,1,2,2,57,9,566.753427671028
"641",4810648,1,3,1,32,16,566.753427671028
"642",4810648,1,4,2,18,11,566.753427671028
"643",4810648,1,5,1,30,11,566.753427671028
"644",4810648,1,6,2,33,11,566.753427671028
"645",4810649,1,1,2,53,13,534.162819012292
"646",4810649,1,2,2,24,14,534.162819012292
"647",4810649,1,3,2,23,16,534.162819012292
"648",4810649,1,4,1,26,13,534.162819012292
"649",4810650,1,1,1,45,14,535.115774115708
"650",4810650,1,2,2,29,13,535.115774115708
"651",4810650,1,3,2,21,14,535.115774115708
"652",4810650,1,4,1,19,11,535.115774115708
"653",4810650,1,5,1,18,11,535.115774115708
"654",4810651,1,1,2,63,9,563.204807954037
"655",4810651,1,2,2,20,11,563.204807954037
"656",4810652,1,1,2,29,11,529.439516670941
"657",4810652,1,3,2,24,11,529.439516670941
"658",4810653,1,1,2,79,5,540.237350576443
"659",4810654,1,1,2,50,16,495.974452727934
"660",4810654,1,2,2,23,15,495.974452727934
"661",4810654,1,3,1,13,7,495.974452727934
"662",4810655,1,1,2,23,15,543.048544949374
"663",4810656,1,1,1,28,16,505.765697429767
"664",4810656,1,2,2,27,16,505.765697429767
"665",4810656,1,3,2,27,16,505.765697429767
"666",4810657,1,1,2,77,11,498.94954758792
"667",4810657,1,2,2,57,16,498.94954758792
"668",4810657,1,3,2,25,16,498.94954758792
"669",4810658,1,1,1,59,18,524.540519603464
"670",4810658,1,2,2,61,16,524.540519603464
"671",4810659,1,1,1,54,16,505.765697429767
"672",4810659,1,2,2,50,16,505.765697429767
"673",4810659,1,3,2,28,16,505.765697429767
"674",4810660,1,1,1,54,18,540.882477034336
"675",4810660,1,2,2,52,16,540.882477034336
"676",4810661,1,1,2,32,16,511.291594355827
"677",4810663,1,1,1,42,16,570.589178748264
"678",4810663,1,2,2,35,16,570.589178748264
"679",4810663,1,3,1,13,6,570.589178748264
"680",4810663,1,6,2,70,6,570.589178748264
"681",4810664,1,1,1,49,16,525.185646061357
"682",4810664,1,2,2,47,16,525.185646061357
"683",4810664,1,3,1,91,16,525.185646061357
"684",4810665,1,1,2,40,11,501.760741960852
"685",4810665,1,2,2,17,11,501.760741960852
"686",4810665,1,3,2,70,11,501.760741960852
"687",4810666,1,1,1,49,8,536.575480167166
"688",4810666,1,2,2,39,7,536.575480167166
"689",4810666,1,3,1,21,10,536.575480167166
"690",4810666,1,4,2,20,11,536.575480167166
"691",4810666,1,6,1,19,11,536.575480167166
"692",4810666,1,7,2,18,11,536.575480167166
"693",4810667,1,1,2,45,11,567.113530701823
"694",4810667,1,2,1,50,8,567.113530701823
"695",4810667,1,3,2,21,11,567.113530701823
"696",4810667,1,4,1,27,11,567.113530701823
"697",4810668,1,1,1,31,11,642.646929440956
"698",4810668,1,2,2,29,5,642.646929440956
"699",4810668,1,3,2,14,6,642.646929440956
"700",4810668,1,4,2,12,5,642.646929440956
"701",4810668,1,8,1,36,5,642.646929440956
"702",4810668,1,9,1,14,5,642.646929440956
"703",4810669,1,1,1,33,11,553.600735144519
"704",4810669,1,2,2,32,11,553.600735144519
"705",4810669,1,5,2,25,13,553.600735144519
"706",4810670,1,1,1,60,9,530.711542987417
"707",4810671,1,1,1,50,3,525.565335406443
"708",4810671,1,2,2,39,3,525.565335406443
"709",4810671,1,3,2,21,11,525.565335406443
"710",4810671,1,4,1,14,7,525.565335406443
"711",4810672,1,1,2,21,11,587.976155570067
"712",4810672,1,3,2,69,5,587.976155570067
"713",4810672,1,4,1,52,11,587.976155570067
"714",4810673,1,1,1,57,4,524.540519603464
"715",4810673,1,2,2,57,5,524.540519603464
"716",4810674,1,1,1,33,11,567.209763422952
"717",4810674,1,2,2,30,11,567.209763422952
"718",4810675,1,1,2,37,7,540.449661431664
"719",4810675,1,2,1,16,11,540.449661431664
"720",4810675,1,3,2,14,6,540.449661431664
"721",4810675,1,5,2,22,9,540.449661431664
"722",4810676,1,1,2,34,8,555.766803059557
"723",4810676,1,2,2,16,9,555.766803059557
"724",4810677,1,1,2,56,11,605.25998879611
"725",4810677,1,2,1,51,14,605.25998879611
"726",4810677,1,3,1,32,11,605.25998879611
"727",4810677,1,4,2,29,11,605.25998879611
"728",4810677,1,5,1,34,11,605.25998879611
"729",4810677,1,8,2,53,0,605.25998879611
"730",4810677,1,9,2,82,11,605.25998879611
"731",4810678,1,1,1,44,11,525.565335406443
"732",4810678,1,2,2,37,11,525.565335406443
"733",4810678,1,3,1,17,11,525.565335406443
"734",4810678,1,4,2,14,7,525.565335406443
"735",4810679,1,1,2,52,11,522.205506395421
"736",4810679,1,2,1,49,16,522.205506395421
"737",4810679,1,3,2,21,12,522.205506395421
"738",4810679,1,4,1,19,11,522.205506395421
"739",4810679,1,5,2,19,11,522.205506395421
"740",4810680,1,1,1,32,9,528.925164417465
"741",4810680,1,2,2,34,13,528.925164417465
"742",4810680,1,3,1,13,8,528.925164417465
"743",4810681,1,1,1,76,5,518.754230370546
"744",4810681,1,2,1,23,16,518.754230370546
"745",4810682,1,1,1,51,11,513.608022789572
"746",4810682,1,2,2,43,11,513.608022789572
"747",4810682,1,3,1,19,11,513.608022789572
"748",4810682,1,4,1,17,11,513.608022789572
"749",4810682,1,5,2,12,6,513.608022789572
"750",4810683,1,1,1,49,9,516.967851800594
"751",4810683,1,2,2,47,3,516.967851800594
"752",4810683,1,3,1,20,12,516.967851800594
"753",4810683,1,4,1,16,10,516.967851800594
"754",4810684,1,1,1,42,11,507.436999405619
"755",4810684,1,2,2,41,11,507.436999405619
"756",4810684,1,3,2,18,11,507.436999405619
"757",4810684,1,4,1,16,10,507.436999405619
"758",4810684,1,5,1,13,7,507.436999405619
"759",4810684,1,6,2,65,5,507.436999405619
"760",4810685,1,1,2,67,9,540.237350576443
"761",4810686,1,1,2,63,5,504.650436152927
"762",4810686,1,2,1,63,13,504.650436152927
"763",4810686,1,3,1,43,17,504.650436152927
"764",4810686,1,4,2,41,11,504.650436152927
"765",4810686,1,5,1,20,11,504.650436152927
"766",4810686,1,6,1,16,10,504.650436152927
"767",4810686,1,8,1,13,7,504.650436152927
"768",4810687,1,1,2,60,8,524.540519603464
"769",4810687,1,2,1,58,11,524.540519603464
"770",4810688,1,1,2,73,0,437.24765763101
"771",4810688,1,2,1,78,6,437.24765763101
"772",4810688,1,3,2,51,12,437.24765763101
"773",4810688,1,4,2,16,8,437.24765763101
"774",4810688,1,6,2,50,13,437.24765763101
"775",4810688,1,7,1,49,14,437.24765763101
"776",4810688,1,8,1,23,11,437.24765763101
"777",4810688,1,9,2,20,11,437.24765763101
"778",4810688,1,10,1,15,7,437.24765763101
"779",4810688,1,11,2,37,14,437.24765763101
"780",4810688,1,12,1,13,0,437.24765763101
"781",4810688,1,13,1,13,7,437.24765763101
"782",4810689,1,1,2,54,5,495.594763382848
"783",4810689,1,2,1,56,11,495.594763382848
"784",4810690,1,1,1,47,11,555.156218084952
"785",4810690,1,2,2,45,11,555.156218084952
"786",4810690,1,3,1,25,11,555.156218084952
"787",4810690,1,4,2,22,11,555.156218084952
"788",4810690,1,5,1,19,12,555.156218084952
"789",4810691,1,1,1,52,9,630.785849545213
"790",4810691,1,2,2,52,5,630.785849545213
"791",4810691,1,3,1,21,11,630.785849545213
"792",4810691,1,4,2,22,11,630.785849545213
"793",4810691,1,5,1,24,8,630.785849545213
"794",4810692,1,1,2,87,5,541.789355514067
"795",4810692,1,2,1,68,7,541.789355514067
"796",4810692,1,3,2,65,5,541.789355514067
"797",4810692,1,4,1,35,14,541.789355514067
"798",4810692,1,5,2,55,13,541.789355514067
"799",4810693,1,1,2,58,11,505.120570971874
"800",4810693,1,2,2,33,16,505.120570971874
"801",4810694,1,1,1,71,11,495.594763382848
"802",4810694,1,2,2,33,14,495.594763382848
"803",4810695,1,1,1,40,17,540.882477034336
"804",4810695,1,2,2,29,17,540.882477034336
"805",4810696,1,1,2,64,14,540.52237400354
"806",4810696,1,2,1,71,11,540.52237400354
"807",4810696,1,3,2,41,16,540.52237400354
"808",4810696,1,4,1,39,13,540.52237400354
"809",4810697,1,1,1,27,6,619.768103479055
"810",4810697,1,2,2,32,11,619.768103479055
"811",4810697,1,5,1,31,11,619.768103479055
"812",4810697,1,6,2,18,11,619.768103479055
"813",4810698,1,1,2,50,5,543.809490442686
"814",4810698,1,2,1,24,11,543.809490442686
"815",4810698,1,3,2,21,11,543.809490442686
"816",4810699,1,1,1,64,5,620.277163671555
"817",4810699,1,2,2,62,0,620.277163671555
"818",4810699,1,3,1,30,10,620.277163671555
"819",4810699,1,4,2,26,10,620.277163671555
"820",4810699,1,5,2,30,9,620.277163671555
"821",4810699,1,6,2,14,5,620.277163671555
"822",4810699,1,11,2,21,11,620.277163671555
"823",4810699,1,13,1,17,11,620.277163671555
"824",4810699,1,14,2,58,4,620.277163671555
"825",4810699,1,15,1,39,4,620.277163671555
"826",4810700,1,1,1,46,15,516.967851800594
"827",4810700,1,2,2,41,17,516.967851800594
"828",4810700,1,3,1,21,14,516.967851800594
"829",4810700,1,4,1,19,13,516.967851800594
"830",4810701,1,1,1,65,7,545.34190906602
"831",4810701,1,2,2,62,5,545.34190906602
"832",4810701,1,3,1,29,11,545.34190906602
"833",4810701,1,4,2,27,11,545.34190906602
"834",4810702,1,1,2,62,5,554.319082016955
"835",4810702,1,2,1,47,11,554.319082016955
"836",4810702,1,3,2,40,11,554.319082016955
"837",4810702,1,4,2,16,10,554.319082016955
"838",4810702,1,5,2,14,8,554.319082016955
"839",4810703,1,1,1,67,11,519.659749135297
"840",4810703,1,2,2,43,8,519.659749135297
"841",4810703,1,3,1,47,3,519.659749135297
"842",4810703,1,4,1,35,16,519.659749135297
"843",4810703,1,5,2,26,16,519.659749135297
"844",4810704,1,1,1,65,7,495.594763382848
"845",4810704,1,2,2,52,5,495.594763382848
"846",4810705,1,1,2,58,16,552.605416018879
"847",4810705,1,2,2,88,5,552.605416018879
"848",4810705,1,3,1,45,11,552.605416018879
"849",4810705,1,4,2,35,11,552.605416018879
"850",4810705,1,5,1,34,16,552.605416018879
"851",4810705,1,6,2,27,15,552.605416018879
"852",4810705,1,7,1,28,13,552.605416018879
"853",4810706,1,1,2,81,5,505.120570971874
"854",4810706,1,2,2,52,11,505.120570971874
"855",4810707,1,1,2,70,5,493.163258355002
"856",4810707,1,2,2,40,16,493.163258355002
"857",4810707,1,3,1,17,11,493.163258355002
"858",4810708,1,1,1,36,12,559.030399349451
"859",4810708,1,2,2,34,13,559.030399349451
"860",4810708,1,3,2,13,6,559.030399349451
"861",4810709,1,1,2,49,3,616.366625376636
"862",4810709,1,2,2,12,5,616.366625376636
"863",4810709,1,3,2,30,7,616.366625376636
"864",4810709,1,4,1,29,7,616.366625376636
"865",4810709,1,8,1,27,3,616.366625376636
"866",4810709,1,9,1,47,2,616.366625376636
"867",4810709,1,10,2,45,5,616.366625376636
"868",4810709,1,11,1,40,8,616.366625376636
"869",4810709,1,12,2,22,11,616.366625376636
"870",4810709,1,13,1,16,8,616.366625376636
"871",4810709,1,14,2,14,7,616.366625376636
"872",4810711,1,1,1,71,5,515.654793666382
"873",4810711,1,2,2,66,11,515.654793666382
"874",4810711,1,3,1,45,11,515.654793666382
"875",4810711,1,4,2,13,8,515.654793666382
"876",4810711,1,5,2,40,11,515.654793666382
"877",4810712,1,1,1,49,11,522.205506395421
"878",4810712,1,2,2,49,11,522.205506395421
"879",4810712,1,3,2,20,0,522.205506395421
"880",4810712,1,4,2,17,11,522.205506395421
"881",4810712,1,5,1,17,9,522.205506395421
"882",4810713,1,1,1,42,2,580.538150675587
"883",4810713,1,2,2,32,2,580.538150675587
"884",4810713,1,3,2,12,2,580.538150675587
"885",4810714,1,1,2,70,2,524.540519603464
"886",4810714,2,1,1,73,0,524.540519603464
"887",4810715,1,1,1,60,11,573.020683776109
"888",4810715,1,2,2,32,16,573.020683776109
"889",4810715,1,3,1,33,13,573.020683776109
"890",4810717,1,1,1,53,11,548.153103438951
"891",4810717,1,2,2,54,11,548.153103438951
"892",4810717,1,3,2,23,14,548.153103438951
"893",4810717,1,5,1,75,11,548.153103438951
"894",4810718,1,1,1,41,13,540.882477034336
"895",4810718,1,2,2,31,16,540.882477034336
"896",4810719,1,1,1,58,11,500.625894369721
"897",4810719,1,2,2,56,11,500.625894369721
"898",4810719,1,3,1,19,13,500.625894369721
"899",4810719,1,4,1,17,11,500.625894369721
"900",4810720,1,1,1,62,14,524.540519603464
"901",4810720,1,2,2,63,15,524.540519603464
"902",4810721,1,1,2,54,5,492.481527611661
"903",4810721,1,2,2,39,10,492.481527611661
"904",4810721,1,3,1,47,3,492.481527611661
"905",4810721,1,4,1,21,11,492.481527611661
"906",4810721,1,5,1,18,8,492.481527611661
"907",4810721,1,7,1,57,11,492.481527611661
"908",4810722,1,1,2,26,16,499.334281738956
"909",4810722,1,2,1,21,14,499.334281738956
"910",4810723,1,1,1,44,13,551.018166510787
"911",4810723,1,2,1,14,7,551.018166510787
"912",4810723,1,3,1,63,8,551.018166510787
"913",4810723,1,4,2,65,9,551.018166510787
"914",4810723,1,5,1,40,12,551.018166510787
"915",4810723,1,6,1,12,6,551.018166510787
"916",4810723,1,8,2,41,7,551.018166510787
"917",4810724,1,1,2,60,2,622.202165006386
"918",4810724,1,2,2,37,12,622.202165006386
"919",4810724,1,3,1,38,8,622.202165006386
"920",4810724,1,6,2,23,13,622.202165006386
"921",4810725,1,1,1,25,16,572.639427627884
"922",4810725,1,2,2,22,13,572.639427627884
"923",4810726,1,1,1,46,11,537.522648023314
"924",4810726,1,2,2,40,11,537.522648023314
"925",4810726,1,3,2,15,9,537.522648023314
"926",4810727,1,1,2,41,14,511.291594355827
"927",4810728,1,1,1,53,8,499.594674045813
"928",4810728,1,2,2,51,11,499.594674045813
"929",4810728,1,3,2,72,1,499.594674045813
"930",4810728,1,4,2,48,5,499.594674045813
"931",4810729,1,1,1,61,6,542.174089665102
"932",4810729,1,2,2,57,13,542.174089665102
"933",4810729,1,3,1,30,16,542.174089665102
"934",4810729,1,4,1,19,12,542.174089665102
"935",4810730,1,1,1,38,11,588.717514749088
"936",4810730,1,2,2,28,11,588.717514749088
"937",4810731,1,1,1,38,11,555.252450806081
"938",4810731,1,2,2,34,11,555.252450806081
"939",4810731,1,3,1,13,6,555.252450806081
"940",4810732,1,1,1,54,13,550.432915743601
"941",4810732,1,2,2,40,11,550.432915743601
"942",4810732,1,3,1,19,13,550.432915743601
"943",4810733,1,1,1,32,14,559.030399349451
"944",4810733,1,2,2,34,11,559.030399349451
"945",4810733,1,3,2,14,8,559.030399349451
"946",4810734,1,1,2,83,5,569.828233254952
"947",4810734,1,2,1,40,11,569.828233254952
"948",4810735,1,1,1,43,7,573.400373121195
"949",4810735,1,2,2,43,8,573.400373121195
"950",4810735,1,3,1,13,7,573.400373121195
"951",4810735,1,5,2,22,11,573.400373121195
"952",4810736,1,1,2,61,16,483.252716614941
"953",4810736,1,2,2,28,16,483.252716614941
"954",4810736,1,3,2,91,5,483.252716614941
"955",4810736,1,4,1,56,13,483.252716614941
"956",4810737,1,1,2,67,5,599.419115933462
"957",4810737,1,2,1,46,6,599.419115933462
"958",4810737,1,3,1,42,6,599.419115933462
"959",4810738,1,1,1,83,11,540.52237400354
"960",4810738,1,2,2,76,5,540.52237400354
"961",4810738,1,3,1,48,11,540.52237400354
"962",4810738,1,4,2,43,11,540.52237400354
"963",4810739,1,1,1,52,3,534.711453650383
"964",4810739,1,2,2,58,11,534.711453650383
"965",4810739,2,1,2,39,11,534.711453650383
"966",4810740,1,1,1,45,5,540.882477034336
"967",4810740,1,2,2,43,5,540.882477034336
"968",4810741,1,1,2,69,16,569.828233254952
"969",4810741,1,2,1,36,17,569.828233254952
"970",4810742,1,1,2,59,7,540.237350576443
"971",4810743,1,1,1,30,8,532.092983818383
"972",4810743,1,2,2,41,13,532.092983818383
"973",4810743,1,4,2,50,5,532.092983818383
"974",4810744,1,1,1,28,7,564.041944022034
"975",4810744,1,2,1,23,11,564.041944022034
"976",4810745,1,1,2,37,14,525.661568127571
"977",4810745,1,2,1,13,7,525.661568127571
"978",4810746,1,1,2,49,11,558.420270206998
"979",4810746,1,2,1,29,11,558.420270206998
"980",4810746,1,3,2,28,11,558.420270206998
"981",4810747,1,1,1,45,17,575.999256638906
"982",4810751,1,1,1,33,5,570.473359712845
"983",4810751,1,2,2,37,12,570.473359712845
"984",4810751,1,3,1,33,5,570.473359712845
"985",4810752,1,1,2,53,11,528.925164417465
"986",4810752,1,2,1,18,11,528.925164417465
"987",4810752,1,3,1,37,11,528.925164417465
"988",4810754,1,1,2,61,11,642.434618585734
"989",4810754,1,2,1,34,11,642.434618585734
"990",4810754,1,4,1,32,11,642.434618585734
"991",4810755,1,1,2,76,5,540.237350576443
"992",4810756,1,1,2,45,11,487.376969122084
"993",4810756,1,2,1,19,12,487.376969122084
"994",4810756,1,3,1,15,9,487.376969122084
"995",4810757,1,1,1,25,9,562.390228360473
"996",4810757,1,2,2,30,9,562.390228360473
"997",4810758,1,1,1,52,11,505.010539183723
"998",4810758,1,2,2,43,11,505.010539183723
"999",4810758,1,3,1,23,16,505.010539183723
"1000",4810758,1,4,1,20,13,505.010539183723
"1001",4810758,1,5,1,16,9,505.010539183723
"1002",4810763,1,1,1,37,13,562.390228360473
"1003",4810763,1,2,2,34,14,562.390228360473
"1004",4810764,1,1,1,50,16,516.967851800594
"1005",4810764,1,2,2,41,11,516.967851800594
"1006",4810764,1,3,1,18,13,516.967851800594
"1007",4810764,1,4,1,13,8,516.967851800594
"1008",4812856,1,1,1,68,11,515.75102638751
"1009",4812856,1,2,2,63,11,515.75102638751
"1010",4812856,1,3,2,47,16,515.75102638751
"1011",4812857,1,1,1,23,13,557.418518721119
"1012",4812857,1,2,2,23,12,557.418518721119
"1013",4812858,1,1,1,69,11,524.540519603464
"1014",4812858,1,2,2,70,9,524.540519603464
"1015",4812859,1,1,1,68,13,519.014622677404
"1016",4812859,1,2,2,63,13,519.014622677404
"1017",4812859,1,3,1,32,16,519.014622677404
"1018",4812859,1,4,2,28,15,519.014622677404
"1019",4812860,1,1,2,54,16,511.291594355827
"1020",4812861,1,1,2,64,5,569.828233254952
"1021",4812861,1,2,1,36,11,569.828233254952
"1022",4813636,1,1,2,74,5,530.706498181468
"1023",4813636,1,2,2,55,6,530.706498181468
"1024",4813636,1,3,2,12,6,530.706498181468
"1025",4813637,1,1,1,66,2,554.131402281973
"1026",4813637,1,2,2,61,11,554.131402281973
"1027",4813637,1,3,1,41,11,554.131402281973
"1028",4813638,1,1,1,70,8,502.045765387949
"1029",4813638,1,2,2,67,16,502.045765387949
"1030",4813638,1,3,1,44,11,502.045765387949
"1031",4813638,1,4,2,47,16,502.045765387949
"1032",4813638,1,5,2,25,13,502.045765387949
"1033",4813638,1,6,2,15,10,502.045765387949
"1034",4813639,1,1,1,52,11,569.828233254952
"1035",4813639,1,2,2,77,5,569.828233254952
"1036",4813640,1,1,1,42,11,549.499546954475
"1037",4813640,1,2,2,36,11,549.499546954475
"1038",4813640,1,3,2,13,7,549.499546954475
"1039",4813640,1,5,2,75,3,549.499546954475
"1040",4813640,1,6,2,13,7,549.499546954475
"1041",4813641,1,1,1,29,11,562.390228360473
"1042",4813641,1,2,2,30,11,562.390228360473
"1043",4813642,1,1,2,38,11,535.212006836837
"1044",4813642,1,2,1,17,7,535.212006836837
"1045",4813642,1,3,1,16,6,535.212006836837
"1046",4813643,1,1,1,30,8,576.760202132217
"1047",4813643,1,2,2,30,8,576.760202132217
"1048",4813643,1,3,1,13,7,576.760202132217
"1049",4813644,1,1,1,64,7,1061.42308597483
"1050",4813645,1,1,1,25,11,537.522648023314
"1051",4813645,1,2,2,39,11,537.522648023314
"1052",4813645,1,3,2,14,7,537.522648023314
"1053",4813646,1,1,1,34,5,1155.45391260531
"1054",4813646,1,2,2,36,11,1155.45391260531
"1055",4813646,1,5,2,58,0,1155.45391260531
"1056",4813647,1,1,1,83,6,1049.08103920693
"1057",4813647,1,2,2,76,11,1049.08103920693
